"Author","nPapers","Rate","Multidisciplinary","BiodivCons","FieldEcology","Ecology","Macroecology"
"TiVl1O4AAAAJ&hl",3,1,0,0,0.333333333333333,0.666666666666667,0
"WKjxORwAAAAJ&hl",15,3,0.133333333333333,0,0.533333333333333,0.666666666666667,0
"me9oQmEAAAAJ&hl",13,2.33333333333333,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.923076923076923,0.615384615384615
"qtirkigAAAAJ&hl",7,1.33333333333333,0,0,0,1,0
"LJ0T33wAAAAJ&hl",6,2,0,0,0.333333333333333,0.5,0
"CczrLP0AAAAJ&hl",7,1,0.142857142857143,0,0.285714285714286,0.714285714285714,0
"bgMIMNIAAAAJ&hl",20,2.6,0.2,0.05,0.35,0.7,0.1
"Ev-H2MgAAAAJ&hl",12,1.42857142857143,0.0833333333333333,0.0833333333333333,0.166666666666667,0.833333333333333,0
"DyYwmuQAAAAJ&hl",22,3.6,0,0.227272727272727,0,0.863636363636364,0.5
"3bUXmwcAAAAJ&hl",17,2.6,0.117647058823529,0.0588235294117647,0.411764705882353,0.705882352941177,0
"NzE5WIoAAAAJ&hl",6,2,0.166666666666667,0,0,0.833333333333333,0
"Wc5KjYYAAAAJ&hl",7,1,0.285714285714286,0.285714285714286,0,0.428571428571429,0
"jnw0mikAAAAJ&hl",22,2.33333333333333,0.227272727272727,0.136363636363636,0.227272727272727,0.454545454545455,0.136363636363636
"5xYV55gAAAAJ&hl",10,2.33333333333333,0.2,0,0.1,0.6,0
"-HmYG4cAAAAJ&hl",10,1.33333333333333,0.1,0,0.5,0.6,0
"wZgiZiwAAAAJ&hl",10,1.2,0.3,0.2,0.1,0.6,0.2
"JBNzgNMAAAAJ&hl",13,2.25,0,0,0.307692307692308,0.769230769230769,0
"9gKxTtAAAAAJ&hl",7,0.75,0.142857142857143,0,0.285714285714286,0.571428571428571,0
"-Udc0ekAAAAJ&hl",28,3.16666666666667,0,0,0.357142857142857,0.642857142857143,0.0357142857142857
"vYszJ0UAAAAJ&hl",11,1.5,0.0909090909090909,0.0909090909090909,0.454545454545455,0.272727272727273,0
"p690yTIAAAAJ&hl",25,3.8,0.16,0,0.48,0.44,0
"Bz-m-J0AAAAJ&hl",18,3,0.111111111111111,0.0555555555555556,0.222222222222222,0.666666666666667,0
"OWafxvEAAAAJ&hl",9,0.714285714285714,0.111111111111111,0,0.444444444444444,0.444444444444444,0
"QXMISwEAAAAJ&hl",16,2.16666666666667,0,0.0625,0.5,0.625,0.125
"98CuOXIAAAAJ&hl",12,3,0.166666666666667,0.166666666666667,0.333333333333333,0.583333333333333,0.0833333333333333
"iVRhKXQAAAAJ&hl",10,1,0.1,0,0.6,0.3,0
"F2dMyJAAAAAJ&hl",12,2,0.166666666666667,0,0.0833333333333333,0.75,0
"90gxLEYAAAAJ&hl",25,3.16666666666667,0.12,0.12,0.12,0.76,0.16
"qPaKYtsAAAAJ&hl",5,0.666666666666667,0,0,0.4,0.8,0
"Ly5BbGIAAAAJ&hl",26,3.28571428571429,0.0769230769230769,0,0.230769230769231,0.769230769230769,0
"8rq_UP4AAAAJ&hl",6,1,0,0.333333333333333,0.166666666666667,1,0.333333333333333
"_C5ZqB8AAAAJ&hl",9,2,0,0,0.444444444444444,0.555555555555556,0
"bv4KI8gAAAAJ&hl",8,1.2,0.125,0,0.625,0.25,0
"JOF9OScAAAAJ&hl",4,1,0,0,0,1,0
"djCQjvcAAAAJ&hl",13,4.5,0.0769230769230769,0.0769230769230769,0.307692307692308,0.769230769230769,0.230769230769231
"JHBoEFUAAAAJ&hl",9,1.33333333333333,0.555555555555556,0,0.111111111111111,0.222222222222222,0
"k09vJggAAAAJ&hl",11,3,0.545454545454545,0,0,0.454545454545455,0
"Wuo2nKwAAAAJ&hl",10,0.8,0.1,0.1,0.2,0.7,0.1
"NBIaf5kAAAAJ&hl",12,2,0,0,0,0.916666666666667,0
"Z_qmfMsAAAAJ&hl",7,1,0.142857142857143,0,0.142857142857143,0.714285714285714,0
"ttLH1M0AAAAJ&hl",4,2,0,0,0,1,0
"YTaS2o4AAAAJ&hl",13,2,0.692307692307692,0.153846153846154,0.0769230769230769,0.0769230769230769,0
"_fWSLLEAAAAJ&hl",31,3.83333333333333,0,0.0645161290322581,0.483870967741935,0.258064516129032,0.032258064516129
"WoETnBEAAAAJ&hl",5,1,0.2,0,0.6,0.2,0
"Ig-EyBsAAAAJ&hl",4,2,0.25,0,0.5,0.25,0
"ssACdioAAAAJ&hl",13,1.57142857142857,0,0.230769230769231,0.615384615384615,0.307692307692308,0
"0kiMtasAAAAJ&hl",13,2.33333333333333,0,0.230769230769231,0.538461538461538,0.153846153846154,0.0769230769230769
"BxA9PkMAAAAJ&hl",22,3.2,0,0,1,0,0
"u83BmicAAAAJ&hl",5,1,0,0,0.6,0.4,0
"3hBXNW8AAAAJ&hl",4,2,0,0,0.25,0.75,0
"2NDKMF0AAAAJ&hl",7,1,0.142857142857143,0,0.857142857142857,0.142857142857143,0
"Rgtsby0AAAAJ&hl",15,1.8,0,0.266666666666667,0.4,0.8,0.133333333333333
"F5OvdF8AAAAJ&hl",9,1,0,0,0.111111111111111,0.555555555555556,0
"uNQ51PIAAAAJ&hl",16,1.71428571428571,0.0625,0,0.875,0.25,0
"LQ7MT5YAAAAJ&hl",16,4,0.3125,0.0625,0.4375,0.25,0
"gj_bH3cAAAAJ&hl",7,2.5,0.142857142857143,0.285714285714286,0.428571428571429,0.285714285714286,0
"z1amYYQAAAAJ&hl",4,1,0.25,0.25,0.5,0,0
"vIk1I1UAAAAJ&hl",5,1.5,0,0,0.8,0,0
"1NYmCo0AAAAJ&hl",7,0.8,0,0,0.857142857142857,0.285714285714286,0
"1SraxngAAAAJ&hl",5,1,0.2,0.2,0.4,0.4,0.2
"tNt9J-wAAAAJ&hl",14,2,0,0,0.857142857142857,0.0714285714285714,0
"uRvU6Q8AAAAJ&hl",15,1.42857142857143,0,0.0666666666666667,0.333333333333333,0.4,0.2
"2QdWvJ4AAAAJ&hl",11,3.5,0.0909090909090909,0.454545454545455,0.0909090909090909,0.818181818181818,0.181818181818182
"sRDdwSgAAAAJ&hl",8,2,0.25,0,0.5,0,0
"Tqv70AkAAAAJ&hl",13,2,0,0,0.538461538461538,0.538461538461538,0
"PK4TX9IAAAAJ&hl",21,2.14285714285714,0,0.0476190476190476,0.714285714285714,0.476190476190476,0
"rvAU7HEAAAAJ&hl",9,1,0.111111111111111,0,0.222222222222222,0.444444444444444,0
"Ui2j_MIAAAAJ&hl",21,2.14285714285714,0,0,0.761904761904762,0.428571428571429,0
"nNS5fNMAAAAJ&hl",17,4.5,0.176470588235294,0,0.235294117647059,0.470588235294118,0
"Fc6uvbEAAAAJ&hl",6,2,0.333333333333333,0,0.666666666666667,0,0
"mBa3TSUAAAAJ&hl",13,1.42857142857143,0,0,0.461538461538462,0.538461538461538,0
"6u4i3yAAAAAJ&hl",18,5,0.166666666666667,0,0.666666666666667,0.277777777777778,0
"6abkte0AAAAJ&hl",4,1,0.25,0,0.5,0.25,0
"Sf0nmnQAAAAJ&hl",13,1.57142857142857,0,0,0.615384615384615,0.538461538461538,0
"7cYBoaEAAAAJ&hl",6,1.5,0,0,0.333333333333333,0.333333333333333,0
"KynjAs0AAAAJ&hl",13,1.6,0,0.0769230769230769,0.692307692307692,0.307692307692308,0
"aah-HVcAAAAJ&hl",9,1.4,0,0,0.555555555555556,0.555555555555556,0
"7lQYGe0AAAAJ&hl",13,1.83333333333333,0.0769230769230769,0.153846153846154,0.769230769230769,0.153846153846154,0
"Ft6QwaoAAAAJ&hl",15,2.2,0.0666666666666667,0.0666666666666667,0.466666666666667,0.533333333333333,0
"Kt36q2MAAAAJ&hl",4,1,0,0,0.25,0.75,0
"cubCMIEAAAAJ&hl",20,5.33333333333333,0,0.1,0.8,0.2,0
"aeFSIDQAAAAJ&hl",10,1.66666666666667,0.1,0,0.7,0.5,0
"asCh_sQAAAAJ&hl",3,1,0,0,0.333333333333333,0.666666666666667,0
"ErzXye8AAAAJ&hl",10,1.16666666666667,0,0.1,0.5,0.4,0
"IEIH0xkAAAAJ&hl",40,4.28571428571429,0,0.1,0.55,0.8,0
"hTUNwbEAAAAJ&hl",19,2.75,0.263157894736842,0,0.631578947368421,0.105263157894737,0
"Q3P2MWMAAAAJ&hl",40,5.83333333333333,0,0.1,0.45,0.4,0.025
"YeT-V18AAAAJ&hl",19,2.33333333333333,0.0526315789473684,0.210526315789474,0.263157894736842,0.789473684210526,0.157894736842105
"zwNhCv8AAAAJ&hl",17,2.6,0.117647058823529,0.0588235294117647,0.588235294117647,0.176470588235294,0
"oE5aCaQAAAAJ&hl",14,2.25,0,0,0.5,0.357142857142857,0
"F8RqpggAAAAJ&hl",10,2,0,0,0.2,0.8,0
"j7NM59IAAAAJ&hl",9,1.75,0.111111111111111,0.111111111111111,0.444444444444444,0.222222222222222,0
"sCrq6xQAAAAJ&hl",7,2,0,0,0.857142857142857,0.285714285714286,0
"D8tfitYAAAAJ&hl",13,1.8,0.0769230769230769,0.0769230769230769,0.615384615384615,0.692307692307692,0.0769230769230769
"iX_fpZMAAAAJ&hl",8,1.33333333333333,0.375,0,0.375,0.25,0
"lCCXbpEAAAAJ&hl",18,2.28571428571429,0.0555555555555556,0,0.5,0.5,0
"D21rNbsAAAAJ&hl",15,2.25,0.0666666666666667,0.0666666666666667,0.466666666666667,0.466666666666667,0.0666666666666667
"GhsgGhYAAAAJ&hl",12,2.25,0.166666666666667,0,0.5,0.5,0
"5ta8ddoAAAAJ&hl",7,1,0.142857142857143,0,0.142857142857143,0.571428571428571,0
"JK7u44gAAAAJ&hl",13,2.25,0.230769230769231,0,0.769230769230769,0,0
"WbgoVmgAAAAJ&hl",11,1.75,0.181818181818182,0.181818181818182,0.181818181818182,0.545454545454545,0
"RGL_8q0AAAAJ&hl",7,2,0.142857142857143,0,0.285714285714286,0.714285714285714,0
"8XscmEwAAAAJ&hl",10,1.66666666666667,0,0.1,0.2,0.7,0
"9LORMVkAAAAJ&hl",11,2.66666666666667,0,0,0.545454545454545,0.727272727272727,0
"aGHEnn4AAAAJ&hl",5,1,0,0,0.8,0.6,0
"T-nbIuUAAAAJ&hl",6,1,0.166666666666667,0,0.166666666666667,0.5,0.166666666666667
"R7Xpr1sAAAAJ&hl",12,2.5,0.0833333333333333,0.25,0.583333333333333,0.333333333333333,0
"ldqnqQwAAAAJ&hl",8,2,0,0.125,0.5,0.625,0.125
"Iy8gDgEAAAAJ&hl",8,1.66666666666667,0,0,0.75,0.625,0
"yU3yXMEAAAAJ&hl",13,2.2,0,0,0.538461538461538,0.769230769230769,0
"tg9xh5UAAAAJ&hl",9,0.75,0.111111111111111,0.333333333333333,0.333333333333333,0.444444444444444,0
"PLbq7AkAAAAJ&hl",17,2,0.117647058823529,0,0.235294117647059,0.823529411764706,0
"SMLOsi0AAAAJ&hl",10,1.5,0.2,0.3,0.1,0.7,0.2
"13OuLcMAAAAJ&hl",10,1.6,0.1,0,0.7,0.4,0
"yuo1m4cAAAAJ&hl",16,2.16666666666667,0.125,0.125,0.5625,0.375,0
"p72AciUAAAAJ&hl",40,6,0,0.6,0.25,0.7,0.1
"Bq3adlMAAAAJ&hl",7,3,0,0,0.142857142857143,0.285714285714286,0
"j__ip64AAAAJ&hl",4,1,0,0,0.25,0.75,0
"7D0vNSQAAAAJ&hl",6,1,0,0,0.5,0.166666666666667,0
"QsyoiW4AAAAJ&hl",21,2.28571428571429,0.285714285714286,0.428571428571429,0.19047619047619,0.476190476190476,0
"G7rg_5YAAAAJ&hl",9,1.16666666666667,0,0,0.555555555555556,0.666666666666667,0
"L0lS_nIAAAAJ&hl",11,1.33333333333333,0,0.363636363636364,0.454545454545455,0.545454545454545,0.181818181818182
"hfvPNEwAAAAJ&hl",10,2.66666666666667,0,0,0.7,0.3,0
"5LK7nrMAAAAJ&hl",8,2,0.25,0.125,0.375,0.375,0
"gx1tHjgAAAAJ&hl",8,1,0,0,0.5,0.5,0
"lPlhSbIAAAAJ&hl",4,1,0.25,0.25,0.5,0.25,0.25
"co3cPOkAAAAJ&hl",6,2,0,0.333333333333333,0.5,0.5,0
"fztpCBoAAAAJ&hl",13,1.66666666666667,0,0,0.692307692307692,0.384615384615385,0
"HnqHmvoAAAAJ&hl",6,0.8,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0
"2YJDf1UAAAAJ&hl",6,1.33333333333333,0,0.166666666666667,0.833333333333333,0.166666666666667,0
"aOHryuYAAAAJ&hl",3,1,0,0,0.666666666666667,0.333333333333333,0
"DTENEKYAAAAJ&hl",10,2,0,0.2,0.6,0.4,0
"KcI-ExwAAAAJ&hl",5,1.5,0,0,1,0,0
"8SJSeaQAAAAJ&hl",11,2.66666666666667,0,0,0.363636363636364,0.636363636363636,0
"UKkJCvsAAAAJ&hl",7,2,0.142857142857143,0,0.714285714285714,0.142857142857143,0
"QIGnp42_nssC&hl",6,1,0.166666666666667,0,0.333333333333333,0.5,0
"rspcnQYAAAAJ&hl",4,0.285714285714286,0.25,0.25,0.5,0.25,0
"ZwCy3UUAAAAJ&hl",26,4.6,0.0384615384615385,0,0.538461538461538,0.5,0
"xZYYnXgAAAAJ&hl",9,2,0.222222222222222,0.333333333333333,0.222222222222222,0.444444444444444,0.222222222222222
"tgM0J-QAAAAJ&hl",24,2.28571428571429,0.0416666666666667,0.208333333333333,0.375,0.375,0.0416666666666667
"KuHDaBgAAAAJ&hl",11,1.4,0,0.272727272727273,0.454545454545455,0.545454545454545,0
"fe3QdcsAAAAJ&hl",10,1.5,0,0.2,0.7,0.4,0.1
"gYudAc8AAAAJ&hl",10,1,0,0.5,0.3,0.6,0.1
"uoxezCEAAAAJ&hl",16,2.2,0.125,0.0625,0.625,0.25,0
"UhoYA-4AAAAJ&hl",13,1.66666666666667,0.0769230769230769,0.153846153846154,0.615384615384615,0.307692307692308,0
"cVOpyPQAAAAJ&hl",4,0.5,0,0.25,0.75,0.5,0
"3GimOxUAAAAJ&hl",13,2.5,0.461538461538462,0,0.153846153846154,0.0769230769230769,0
"Jj1izl8AAAAJ&hl",57,7.33333333333333,0.105263157894737,0.175438596491228,0.421052631578947,0.649122807017544,0.175438596491228
"fABdzkkAAAAJ&hl",5,0.5,0,0.8,0.2,0.4,0
"-Lyxhq8AAAAJ&hl",12,1.25,0,0.583333333333333,0.333333333333333,0.666666666666667,0
"XVDubskAAAAJ&hl",30,3.42857142857143,0.0666666666666667,0.366666666666667,0.0333333333333333,0.9,0.233333333333333
"gwvcF9oAAAAJ&hl",15,2,0,0.533333333333333,0.333333333333333,0.666666666666667,0
"0HVlu3YAAAAJ&hl",17,2.16666666666667,0,0.411764705882353,0.352941176470588,0.529411764705882,0
"vG_NCd4AAAAJ&hl",5,1,0,0.4,0.2,0.6,0
"iuT9EcgAAAAJ&hl",39,8.33333333333333,0.256410256410256,0.41025641025641,0.153846153846154,0.743589743589744,0
"mWcf6MsAAAAJ&hl",37,3.85714285714286,0.351351351351351,0.27027027027027,0.162162162162162,0.540540540540541,0.0540540540540541
"rztzLosAAAAJ&hl",21,2.16666666666667,0.285714285714286,0.380952380952381,0.0476190476190476,0.571428571428571,0.0476190476190476
"32wUCDIAAAAJ&hl",36,7,0.0555555555555556,0.444444444444444,0.277777777777778,0.888888888888889,0.277777777777778
"wHZEsBoAAAAJ&hl",20,2.4,0.1,0.5,0.2,0.6,0.1
"cLaYDycAAAAJ&hl",12,3.5,0.166666666666667,0.583333333333333,0.0833333333333333,0.75,0.166666666666667
"UlJacfgAAAAJ&hl",10,1.5,0.2,0.4,0.1,0.8,0
"S0VJQ7wAAAAJ&hl",12,3,0.0833333333333333,0.75,0,0.833333333333333,0.333333333333333
"1443DhIAAAAJ&hl",12,1.4,0.166666666666667,0.583333333333333,0.166666666666667,0.583333333333333,0.0833333333333333
"4eGUf9UAAAAJ&hl",22,3,0,0.272727272727273,0.181818181818182,0.636363636363636,0
"Z4e2EgwAAAAJ&hl",20,3,0.15,0.15,0.1,0.3,0.05
"nma2lJsAAAAJ&hl",14,2,0.214285714285714,0.357142857142857,0.285714285714286,0.357142857142857,0.285714285714286
"jLhtK7QAAAAJ&hl",46,6.4,0.217391304347826,0.260869565217391,0.0434782608695652,0.695652173913043,0.434782608695652
"2jK1fL4AAAAJ&hl",13,1.57142857142857,0,0.692307692307692,0.153846153846154,0.846153846153846,0
"w9bvYxAAAAAJ&hl",30,4.4,0.0666666666666667,0.2,0.133333333333333,0.733333333333333,0.266666666666667
"p9lrFcQAAAAJ&hl",20,2.66666666666667,0.35,0.45,0,0.55,0.05
"mqZOsHEAAAAJ&hl",4,1,0.25,0.75,0,0.75,0
"pRO6NIQAAAAJ&hl",17,2,0.0588235294117647,0.0588235294117647,0.294117647058824,0.647058823529412,0.117647058823529
"AlyEx-IAAAAJ&hl",17,2,0.176470588235294,0.529411764705882,0.0588235294117647,0.529411764705882,0
"wQ0wdzwAAAAJ&hl",44,6.5,0.0227272727272727,0.136363636363636,0.454545454545455,0.409090909090909,0
"l7n7D_QAAAAJ&hl",34,4.8,0.117647058823529,0.176470588235294,0.411764705882353,0.441176470588235,0.0588235294117647
"uwHI8moAAAAJ&hl",9,1.75,0,0.555555555555556,0.333333333333333,0.777777777777778,0.111111111111111
"ozLW68QAAAAJ&hl",32,3.33333333333333,0,0.4375,0.0625,0.8125,0.125
"kdSIN9QAAAAJ&hl",9,3,0.111111111111111,0.111111111111111,0.333333333333333,0.555555555555556,0
"Voa5B-IAAAAJ&hl",58,7,0.103448275862069,0.275862068965517,0.103448275862069,0.689655172413793,0.103448275862069
"K7VEElYAAAAJ&hl",19,3.4,0.105263157894737,0.421052631578947,0.105263157894737,0.736842105263158,0.105263157894737
"jGBgE8AAAAAJ&hl",11,1,0.181818181818182,0.0909090909090909,0.272727272727273,0.727272727272727,0
"_U7TWzIAAAAJ&hl",8,1.5,0,0.125,0.375,0.25,0
"erJ7GncAAAAJ&hl",19,2.33333333333333,0.0526315789473684,0,0.315789473684211,0.105263157894737,0
"ZV6BGGIAAAAJ&hl",11,2,0,0,0.636363636363636,0.181818181818182,0
"3mnpCzwAAAAJ&hl",20,2.28571428571429,0.05,0.3,0.2,0.7,0.05
"NImmIQ0AAAAJ&hl",17,2.33333333333333,0,0.235294117647059,0.705882352941177,0.235294117647059,0.0588235294117647
"sDBqY1wAAAAJ&hl",9,1.66666666666667,0,0.111111111111111,0.333333333333333,0.555555555555556,0.222222222222222
"hBbi8XgAAAAJ&hl",8,0.6,0,0.125,0.375,0.75,0
"WBTp0McAAAAJ&hl",13,1.83333333333333,0,0.461538461538462,0.153846153846154,0.538461538461538,0.153846153846154
"O4vpEtgAAAAJ&hl",14,1.57142857142857,0.0714285714285714,0.0714285714285714,0.857142857142857,0.0714285714285714,0
"5rJOSLgAAAAJ&hl",18,2.6,0.0555555555555556,0.0555555555555556,0.333333333333333,0.611111111111111,0
"yhLO-S0AAAAJ&hl",7,1,0.142857142857143,0,0.571428571428571,0.142857142857143,0
"e3Cdli4AAAAJ&hl",19,4,0,0.0526315789473684,0.894736842105263,0.0526315789473684,0
"ZtNQr34AAAAJ&hl",9,1.4,0,0,1,0.222222222222222,0
"FhgYjTMAAAAJ&hl",15,2.25,0,0.0666666666666667,0.466666666666667,0.466666666666667,0.0666666666666667
"YoX9cOgAAAAJ&hl",8,2,0,0,0.25,0.125,0
"Vh4VXSYAAAAJ&hl",7,1.5,0,0,0.571428571428571,0.285714285714286,0.142857142857143
"jJm32HoAAAAJ&hl",10,1.33333333333333,0,0.2,0.5,0.5,0
"nhvrgboAAAAJ&hl",7,1.66666666666667,0,0.142857142857143,0.571428571428571,0.857142857142857,0
"hP3Plg0AAAAJ&hl",32,5.25,0,0.0625,0.75,0.21875,0
"juLEXLwAAAAJ&hl",5,1,0,0,0.2,1,0
"_ODgU0YAAAAJ&hl",27,4.75,0,0,0.666666666666667,0.37037037037037,0.037037037037037
"9ztjNwcAAAAJ&hl",8,3,0.25,0,0.5,0.125,0
"tvsm4UYAAAAJ&hl",18,2.4,0,0,0.444444444444444,0.444444444444444,0
"qVltGqgAAAAJ&hl",11,2.25,0.0909090909090909,0,0.272727272727273,0.272727272727273,0
"c0Gpv8oAAAAJ&hl",10,1.14285714285714,0,0.2,0.5,0.9,0.2
"Q8mO4n4AAAAJ&hl",12,1.28571428571429,0,0.0833333333333333,0.416666666666667,0.583333333333333,0
"ry-feIkAAAAJ&hl",6,1.33333333333333,0,0.166666666666667,0.333333333333333,0.5,0
"0i83FHsAAAAJ&hl",7,1.33333333333333,0.142857142857143,0,0.857142857142857,0,0
"itzEfd0AAAAJ&hl",10,2,0,0,0.6,0.4,0
"RPFECW8AAAAJ&hl",11,1.33333333333333,0,0.0909090909090909,0.454545454545455,0.818181818181818,0
"GbPdJO4AAAAJ&hl",7,0.833333333333333,0,0.285714285714286,0.285714285714286,0.571428571428571,0.142857142857143
"qrHFefUAAAAJ&hl",6,1,0,0,0.833333333333333,0.333333333333333,0
"9du1sDMAAAAJ&hl",8,0.75,0,0,0.5,0.625,0
"iMyqM5IAAAAJ&hl",7,1,0,0.285714285714286,0.142857142857143,0.285714285714286,0.285714285714286
"uqZZxF4AAAAJ&hl",10,2,0,0.2,0.1,0.9,0.6
"YsxhoUQAAAAJ&hl",10,1.75,0,0.2,0.4,0.3,0
"kKK01QgAAAAJ&hl",6,0.8,0.166666666666667,0,0.666666666666667,0.166666666666667,0
"O99LeZsAAAAJ&hl",14,2.75,0.285714285714286,0,0.428571428571429,0.357142857142857,0
"gCI1MO0AAAAJ&hl",9,1.16666666666667,0,0,1,0,0
"XRddEOIAAAAJ&hl",14,4,0,0,0.714285714285714,0.285714285714286,0
"ULmwAisAAAAJ&hl",14,2.2,0,0,1,0,0
"yVFY4asAAAAJ&hl",68,8,0.0588235294117647,0.0882352941176471,0.382352941176471,0.735294117647059,0.0294117647058824
"kojmfJcAAAAJ&hl",7,1,0,0.142857142857143,0.285714285714286,0.142857142857143,0
"5s83vgoAAAAJ&hl",16,2,0.1875,0.125,0.1875,0.6875,0.1875
"IfaGzWQAAAAJ&hl",19,2.83333333333333,0,0,0.894736842105263,0.210526315789474,0
"o_4ZvGcAAAAJ&hl",15,3.33333333333333,0,0.0666666666666667,0.466666666666667,0.733333333333333,0.0666666666666667
"m94ts3UAAAAJ&hl",18,3.2,0,0,0.722222222222222,0.388888888888889,0
"byvTbFYAAAAJ&hl",24,3.33333333333333,0.0833333333333333,0,0.416666666666667,0.541666666666667,0.0416666666666667
"StDJRXIAAAAJ&hl",18,3,0.111111111111111,0,0.666666666666667,0.333333333333333,0
"nRy9WmcAAAAJ&hl",15,1.85714285714286,0.133333333333333,0.0666666666666667,0.133333333333333,0.6,0.333333333333333
"p8Iq3zAAAAAJ&hl",19,2.42857142857143,0.0526315789473684,0,0.894736842105263,0,0
"lUgqjRQAAAAJ&hl",6,1,0,0,1,0.166666666666667,0
"2pBzXHEAAAAJ&hl",9,1.75,0.111111111111111,0,0.444444444444444,0.666666666666667,0
"TxGVMLAAAAAJ&hl",12,1.16666666666667,0,0.0833333333333333,0.333333333333333,0.75,0
"1FzCqKgAAAAJ&hl",10,1.4,0.1,0.2,0.2,0.7,0.2
"bbEJDSQAAAAJ&hl",12,2.66666666666667,0,0,0.333333333333333,0.333333333333333,0
"8sqVXwYAAAAJ&hl",15,2.16666666666667,0,0,0.666666666666667,0.333333333333333,0
"YP6iw-kAAAAJ&hl",5,1,0,0.2,0.6,0.2,0
"xc-DGH0AAAAJ&hl",7,0.6,0.142857142857143,0,0.571428571428571,0.285714285714286,0
"_S7XdAsAAAAJ&hl",10,1.66666666666667,0,0,0.8,0.3,0
"flnCRuEAAAAJ&hl",11,1.16666666666667,0,0,0.818181818181818,0.0909090909090909,0
"86x-gZsAAAAJ&hl",24,2.5,0.166666666666667,0.375,0.125,0.583333333333333,0
"zjZh-f8AAAAJ&hl",4,2,0,0.25,0.25,0.5,0.25
"JVGXSr0AAAAJ&hl",7,0.5,0,0,0.571428571428571,0.714285714285714,0
"Srib4EYAAAAJ&hl",9,1,0,0,0.777777777777778,0.555555555555556,0
"DeA2g3EAAAAJ&hl",11,2,0.0909090909090909,0,0.363636363636364,0.454545454545455,0
"Bp6KF_AAAAAJ&hl",8,2,0.25,0,0.75,0,0
"uw9w7TQAAAAJ&hl",7,2,0,0,0.857142857142857,0.428571428571429,0
"4DHlhDgAAAAJ&hl",8,2,0,0,0.625,0.75,0
"f7PNK1QAAAAJ&hl",34,3.57142857142857,0,0.205882352941176,0.558823529411765,0.411764705882353,0.176470588235294
"hstmwfIAAAAJ&hl",17,2.5,0.117647058823529,0,0.705882352941177,0.176470588235294,0.0588235294117647
"0fxBLS4AAAAJ&hl",18,2.16666666666667,0.0555555555555556,0.166666666666667,0.333333333333333,0.611111111111111,0.111111111111111
"A3f5wRQAAAAJ&hl",9,2,0,0.111111111111111,0.222222222222222,0.666666666666667,0
"KQ25MVgAAAAJ&hl",7,0.833333333333333,0,0.142857142857143,0.571428571428571,0.428571428571429,0
"iUwTXVwAAAAJ&hl",18,3.25,0.111111111111111,0,0.111111111111111,0.777777777777778,0
"JaHOfN0AAAAJ&hl",13,2,0.384615384615385,0,0.461538461538462,0.307692307692308,0.0769230769230769
"Vz4gFNcAAAAJ&hl",24,3.33333333333333,0.0416666666666667,0.0416666666666667,0.333333333333333,0.875,0.0416666666666667
"bkMmaJ4AAAAJ&hl",6,1.5,0,0.166666666666667,0.166666666666667,0.833333333333333,0
"F64Htg4AAAAJ&hl",20,3.66666666666667,0.05,0,0,0.2,0
"b50-rx0AAAAJ&hl",9,1,0,0,0.444444444444444,0.111111111111111,0
"cKpcJpMAAAAJ&hl",7,1,0.142857142857143,0,0.571428571428571,0.142857142857143,0
"TRlvL1MAAAAJ&hl",29,8,0.206896551724138,0.0689655172413793,0.137931034482759,0.206896551724138,0.0689655172413793
"VgEb1iIAAAAJ&hl",17,3,0.0588235294117647,0.294117647058824,0.470588235294118,0.294117647058824,0.294117647058824
"X8E-HdUAAAAJ&hl",7,4,0,0.428571428571429,0.285714285714286,0.571428571428571,0
"vAWvLXYAAAAJ&hl",15,1.57142857142857,0.266666666666667,0.0666666666666667,0.2,0.466666666666667,0
"RqSdJvoAAAAJ&hl",8,2,0,0,0,0,0
"B06gYRYAAAAJ&hl",26,4,0,0,0,0,0
"fv71B7UAAAAJ&hl",25,2.85714285714286,0.16,0.16,0.08,0.56,0.12
"VZ6kcasAAAAJ&hl",6,1,0,0,0,0,0
"j87HKiIAAAAJ&hl",4,1,0,0,0.25,0.5,0
"gZUErvEAAAAJ&hl",11,1.14285714285714,0,0,0.181818181818182,0.0909090909090909,0
"trIM2uUAAAAJ&hl",11,1.16666666666667,0,0,0.181818181818182,0,0
"4-ra9iAAAAAJ&hl",7,0.75,0.142857142857143,0,0.142857142857143,0.285714285714286,0
"mOWM1PXFHToC&hl",8,1.66666666666667,0,0,0,0,0
"PIhIw5oAAAAJ&hl",10,1.6,0,0,0,0,0
"8C87yoIAAAAJ&hl",10,1.25,0,0.1,0.8,0.3,0.1
"KOwwguYAAAAJ&hl",5,0.75,0,0,0.2,0.4,0
"bK3jQcwAAAAJ&hl",14,1.83333333333333,0.0714285714285714,0.0714285714285714,0.857142857142857,0.0714285714285714,0
"uuxSBCYAAAAJ&hl",27,3,0.111111111111111,0,0.888888888888889,0,0
"TB-P7V8AAAAJ&hl",12,2.66666666666667,0.0833333333333333,0,0.416666666666667,0.416666666666667,0
"e5SyMhkAAAAJ&hl",8,2,0,0,0.5,0.625,0
"UYdI8JgAAAAJ&hl",11,1.16666666666667,0.0909090909090909,0.0909090909090909,0.636363636363636,0.181818181818182,0.0909090909090909
